Recorded Time: 2024-08-05 21:44:41

1	1.6501944065093994
2	0.10911202430725098
3	0.10989952087402344
4	0.1102457046508789
5	1.7498855590820312
6	0.11089634895324707
7	1.4190592765808105
8	0.10936903953552246
9	0.10993528366088867
10	0.1099998950958252
11	0.10883116722106934
12	1.7505607604980469
13	0.10899972915649414
14	0.4410386085510254
15	1.861900806427002
16	0.23442363739013672
17	1.8540081977844238
18	1.664365291595459
19	1.6619606018066406
20	0.3416132926940918
21	0.10887932777404785
22	0.10719585418701172
23	0.5501713752746582
24	0.1100008487701416
25	1.2384757995605469
26	0.1100001335144043
27	1.6618602275848389
